dataset_key,dataset_name,k,method,variant,action,candidate_mode,target_top_player,target_outside_player,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,0,claude-v1,gpt-3.5-turbo,1.0,506,reverse,1.0,-0.0016957122627320382,0.0016957122627320382,0.5107613143953531,0.4892386856046469,0.0008653547367564419,0.04305190595499697,3861
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,1,claude-v1,gpt-3.5-turbo,1.0,400,reverse,1.0,-0.0016957122627320382,0.0016957122627320382,0.5107613143953531,0.4892386856046469,0.0008653547367564419,0.04305190595499697,3755
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,2,claude-v1,gpt-3.5-turbo,1.0,402,reverse,1.0,-0.0016957122627320382,0.0016957122627320382,0.5107613143953531,0.4892386856046469,0.0008653547367564419,0.04305190595499697,3757
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,3,claude-v1,gpt-3.5-turbo,1.0,403,reverse,1.0,-0.0016957122627320382,0.0016957122627320382,0.5107613143953531,0.4892386856046469,0.0008653547367564419,0.04305190595499697,3758
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,4,gpt-3.5-turbo,claude-v1,0.0,1118,forward,0.0,-0.0016957122627320382,0.0016957122627320382,0.48923868560464684,-0.48923868560464684,0.0008653547367564418,0.04305190595499697,1118
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,5,gpt-3.5-turbo,claude-v1,0.0,1072,forward,0.0,-0.0016957122627320382,0.0016957122627320382,0.48923868560464684,-0.48923868560464684,0.0008653547367564418,0.04305190595499697,1072
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,6,gpt-3.5-turbo,claude-v1,0.0,1073,forward,0.0,-0.0016957122627320382,0.0016957122627320382,0.48923868560464684,-0.48923868560464684,0.0008653547367564418,0.04305190595499697,1073
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,7,gpt-3.5-turbo,claude-v1,0.0,47,forward,0.0,-0.0016957122627320382,0.0016957122627320382,0.48923868560464684,-0.48923868560464684,0.0008653547367564418,0.04305190595499697,47
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,8,claude-v1,gpt-3.5-turbo,1.0,36,forward,1.0,-0.0016957122627320382,0.0016957122627320382,0.5107613143953531,0.4892386856046469,0.0008653547367564419,0.04305190595499697,36
mt_bench_human,MT-Bench Human Judgments,2,nonci,drop,drop,,claude-v1,gpt-3.5-turbo,9,claude-v1,gpt-3.5-turbo,1.0,313,reverse,1.0,-0.0016957122627320382,0.0016957122627320382,0.5107613143953531,0.4892386856046469,0.0008653547367564419,0.04305190595499697,3668
