dataset_key,dataset_name,k,method,variant,action,candidate_mode,target_top_player,target_outside_player,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,0,claude-v1,gpt-3.5-turbo,1.0,1198,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4553
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,1,claude-v1,gpt-3.5-turbo,1.0,2534,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,5889
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,2,claude-v1,gpt-3.5-turbo,1.0,2535,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,5890
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,3,claude-v1,gpt-3.5-turbo,1.0,2536,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,5891
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,4,claude-v1,gpt-3.5-turbo,1.0,3006,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,3006
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,5,claude-v1,gpt-3.5-turbo,1.0,1784,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,5139
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,6,claude-v1,gpt-3.5-turbo,1.0,1785,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,5140
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,7,claude-v1,gpt-3.5-turbo,1.0,3223,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,6578
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,8,claude-v1,gpt-3.5-turbo,1.0,3224,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,6579
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,9,claude-v1,gpt-3.5-turbo,1.0,46,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,3401
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,10,claude-v1,gpt-3.5-turbo,1.0,47,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,3402
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,11,claude-v1,gpt-3.5-turbo,1.0,14,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,3369
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,12,claude-v1,gpt-3.5-turbo,1.0,1829,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,1829
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,13,claude-v1,gpt-3.5-turbo,1.0,446,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,446
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,14,claude-v1,gpt-3.5-turbo,1.0,1199,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4554
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,15,claude-v1,gpt-3.5-turbo,1.0,1240,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4595
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,16,claude-v1,gpt-3.5-turbo,1.0,1241,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4596
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,17,claude-v1,gpt-3.5-turbo,1.0,1196,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4551
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,18,claude-v1,gpt-3.5-turbo,1.0,1197,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4552
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,19,claude-v1,gpt-3.5-turbo,1.0,1970,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,1970
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,20,claude-v1,gpt-3.5-turbo,1.0,756,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4111
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,21,claude-v1,gpt-3.5-turbo,1.0,1322,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4677
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,22,claude-v1,gpt-3.5-turbo,1.0,1323,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4678
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,23,claude-v1,gpt-3.5-turbo,1.0,1324,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4679
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,24,claude-v1,gpt-3.5-turbo,1.0,1325,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4680
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,25,claude-v1,gpt-3.5-turbo,1.0,2874,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,6229
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,26,claude-v1,gpt-3.5-turbo,1.0,2085,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,2085
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,27,claude-v1,gpt-3.5-turbo,1.0,2086,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,2086
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,28,claude-v1,gpt-3.5-turbo,1.0,1115,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4470
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,29,claude-v1,gpt-3.5-turbo,1.0,1116,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4471
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,30,claude-v1,gpt-3.5-turbo,1.0,1117,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4472
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,31,claude-v1,gpt-3.5-turbo,1.0,1118,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4473
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,32,claude-v1,gpt-3.5-turbo,1.0,2763,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,6118
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,33,claude-v1,gpt-3.5-turbo,1.0,2764,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,6119
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,34,claude-v1,gpt-3.5-turbo,1.0,133,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,3488
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,35,claude-v1,gpt-3.5-turbo,1.0,134,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,3489
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,36,claude-v1,gpt-3.5-turbo,1.0,572,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,3927
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,37,claude-v1,gpt-3.5-turbo,1.0,574,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,3929
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,38,claude-v1,gpt-3.5-turbo,1.0,1327,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4682
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,39,claude-v1,gpt-3.5-turbo,1.0,1495,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,1495
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,40,claude-v1,gpt-3.5-turbo,1.0,1496,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,1496
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,41,claude-v1,gpt-3.5-turbo,1.0,1370,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4725
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,42,claude-v1,gpt-3.5-turbo,1.0,1372,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,4727
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,43,claude-v1,gpt-3.5-turbo,1.0,3054,reverse,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,6409
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,44,claude-v1,gpt-3.5-turbo,1.0,268,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,268
mt_bench_human,MT-Bench Human Judgments,2,ci_aware,drop,drop,,claude-v1,gpt-3.5-turbo,45,claude-v1,gpt-3.5-turbo,1.0,269,forward,1.0,-0.0017399355775715895,0.0017399355775715895,0.5107613143953531,0.4892386856046469,0.0008653547367564419,-0.13828274318107514,269
