dataset_key,dataset_name,variant,action,candidate_mode,target_player_a,target_player_b,selected_order,model_a,model_b,winner,match_id,match_copy,outcome,influence,influence_abs,fitted_probability,residual,leverage,objective_value,row_uid,candidate_probability,_candidate_x,raw_influence
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,0,chatglm3-6b,gpt-4-0125-preview,1.0,45329,forward,1.0,-0.0019338196738032992,0.0019338196738032992,0.15116412437788596,0.848835875622114,0.0006790434525951343,0.031038508999997383,45329,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,1,chatglm3-6b,gpt-4-0125-preview,1.0,29402,reverse,1.0,-0.0019338196738032992,0.0019338196738032992,0.15116412437788596,0.848835875622114,0.0006790434525951343,0.031038508999997383,79340,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,2,chatglm3-6b,gpt-4-0125-preview,1.0,8532,forward,1.0,-0.0019338196738032992,0.0019338196738032992,0.15116412437788596,0.848835875622114,0.0006790434525951343,0.031038508999997383,8532,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,3,mistral-7b-instruct,gpt-4-0125-preview,1.0,6193,forward,1.0,-0.0018111487447114848,0.0018111487447114848,0.1999743127916473,0.8000256872083527,0.0006361969193078234,0.031038508999997383,6193,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,4,mistral-7b-instruct,gpt-4-0125-preview,1.0,30310,reverse,1.0,-0.0018111487447114848,0.0018111487447114848,0.1999743127916473,0.8000256872083527,0.0006361969193078234,0.031038508999997383,80248,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,5,qwen-14b-chat,gpt-4-0125-preview,1.0,18708,reverse,1.0,-0.0018033263900912914,0.0018033263900912914,0.206450943549611,0.793549056450389,0.0007778975182333,0.031038508999997383,68646,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,6,qwen1.5-4b-chat,gpt-4-0125-preview,1.0,5888,reverse,1.0,-0.001785595366050962,0.001785595366050962,0.20361330604172123,0.7963866939582788,0.0024432489658237286,0.031038508999997383,55826,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,7,vicuna-13b,gpt-4-0125-preview,1.0,48279,forward,1.0,-0.0017605043623837194,0.0017605043623837194,0.22444116369128278,0.7755588363087172,0.0005609850221943316,0.031038508999997383,48279,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,8,vicuna-13b,gpt-4-0125-preview,1.0,10657,reverse,1.0,-0.0017605043623837194,0.0017605043623837194,0.22444116369128278,0.7755588363087172,0.0005609850221943316,0.031038508999997383,60595,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,9,vicuna-13b,gpt-4-0125-preview,1.0,40205,forward,1.0,-0.0017605043623837194,0.0017605043623837194,0.22444116369128278,0.7755588363087172,0.0005609850221943316,0.031038508999997383,40205,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,10,vicuna-13b,gpt-4-0125-preview,1.0,726,forward,1.0,-0.0017605043623837194,0.0017605043623837194,0.22444116369128278,0.7755588363087172,0.0005609850221943316,0.031038508999997383,726,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,11,gpt-4-0125-preview,vicuna-13b,0.0,40205,reverse,0.0,-0.0017605043623837191,0.0017605043623837191,0.7755588363087171,-0.7755588363087171,0.0005609850221943318,0.031038508999997383,90143,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,12,stripedhyena-nous-7b,gpt-4-0125-preview,1.0,2142,reverse,1.0,-0.0017541747865515989,0.0017541747865515989,0.2171854459491658,0.7828145540508342,0.0008575031565067034,0.031038508999997383,52080,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,13,gpt-4-0125-preview,stripedhyena-nous-7b,0.0,9631,reverse,0.0,-0.0017541747865515989,0.0017541747865515989,0.7828145540508342,-0.7828145540508342,0.0008575031565067034,0.031038508999997383,59569,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,14,stripedhyena-nous-7b,gpt-4-0125-preview,1.0,46990,forward,1.0,-0.0017541747865515989,0.0017541747865515989,0.2171854459491658,0.7828145540508342,0.0008575031565067034,0.031038508999997383,46990,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,15,gpt-4-0125-preview,stripedhyena-nous-7b,0.0,5407,reverse,0.0,-0.0017541747865515989,0.0017541747865515989,0.7828145540508342,-0.7828145540508342,0.0008575031565067034,0.031038508999997383,55345,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,16,stripedhyena-nous-7b,gpt-4-0125-preview,1.0,5407,forward,1.0,-0.0017541747865515989,0.0017541747865515989,0.2171854459491658,0.7828145540508342,0.0008575031565067034,0.031038508999997383,5407,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,17,gpt-4-0125-preview,stripedhyena-nous-7b,0.0,3069,reverse,0.0,-0.0017541747865515989,0.0017541747865515989,0.7828145540508342,-0.7828145540508342,0.0008575031565067034,0.031038508999997383,53007,,,
llm_judge_arena,Chatbot Arena LLM Judges,drop,drop,,gpt-4-1106-preview,gpt-4-0125-preview,18,stripedhyena-nous-7b,gpt-4-0125-preview,1.0,9631,forward,1.0,-0.0017541747865515989,0.0017541747865515989,0.2171854459491658,0.7828145540508342,0.0008575031565067034,0.031038508999997383,9631,,,
